clique	versions
33966	[344693, 347653, 343074, 352639, 354526, 358079, 80467, 105800, 110492, 115053, 115076, 118926, 70027, 123082, 123110, 124011, 133875, 147556, 186492, 187898, 278242, 278324, 264680, 273988, 290816, 313803, 318399, 319922, 321960, 324099, 308106, 311172, 311777, 84055, 237192, 241501, 219447, 223963, 234934, 243148, 243949, 205667, 65858, 94969, 101312, 101789]
9983	[344694, 106805, 128306, 330825, 230428, 191727]
36370	[344696, 345269]
5962	[344697, 356237, 267388, 301375, 323209, 308907, 197756]
5137	[344698, 348017, 341415, 363939, 355032, 368946, 358445, 358669, 358783, 359773, 359886, 79692, 105310, 106108, 115296, 116037, 116120, 117167, 119873, 120760, 121023, 70241, 70300, 70513, 124672, 128225, 130862, 132833, 134393, 135182, 135184, 136004, 149315, 149355, 150545, 171214, 175474, 180242, 181253, 181600, 181884, 182292, 183521, 185853, 154673, 155922, 157712, 158313, 158760, 159336, 160118, 160881, 164512, 166035, 167530, 258224, 266607, 270186, 270288, 273166, 275299, 275681, 286750, 287121, 299151, 300488, 291910, 292999, 297752, 298024, 290851, 316607, 305516, 307292, 318259, 318867, 328369, 328826, 328897, 330281, 330313, 309617, 309806, 333055, 334614, 335932, 82428, 83613, 86491, 87876, 236936, 236998, 237558, 240656, 242094, 242105, 218916, 223164, 228214, 233405, 234548, 192456, 243346, 243529, 244760, 248354, 194588, 195812, 195899, 196844, 197260, 250608, 200863, 203970, 205656, 207616, 210349, 210423, 211452, 211629, 212231, 213383, 214288, 215834, 255606, 256145, 256303, 256879, 66204, 68506, 78873, 78919, 57204, 57623, 59411, 59674, 59767, 92502, 98300, 98783, 99515, 100679, 100928, 101333, 101435, 71092, 71699, 71969, 71994, 72829, 73087, 75606, 75735]
29956	[344699, 347648, 349925, 337228, 363079, 365024, 366643, 368632, 359268, 109135, 110673, 116251, 123201, 124488, 133383, 135420, 135474, 141962, 146689, 148512, 168994, 173575, 173689, 174841, 175380, 152251, 152552, 164209, 164461, 166210, 166937, 260427, 267332, 271480, 273468, 280187, 286115, 296978, 297283, 303664, 305004, 319646, 326834, 328525, 329637, 331653, 331956, 77503, 56214, 85453, 218065, 218100, 218660, 188809, 236881, 219735, 225517, 234527, 235844, 249006, 250142, 201664, 205385, 206925, 208920, 252255, 88425, 90798, 91444, 69566, 57638, 92996, 97709, 98343]
26327	[344700, 341781, 353110, 359114, 107998, 166956, 258626, 294547, 290044, 333817, 333964, 56317, 239201, 242737, 219497, 229595, 208121, 57643, 95461]
37156	[344702, 344854, 347002, 349154, 350299, 336309, 336630, 336712, 341137, 365849, 365885, 355319, 355346, 369142, 358555, 358741, 358874, 360402, 62881, 106431, 106896, 108086, 112901, 113767, 113927, 115681, 117487, 117738, 119228, 119557, 120061, 120797, 69792, 122072, 123168, 123953, 124317, 138501, 139351, 126752, 129926, 130304, 134443, 137345, 137775, 140686, 140884, 141118, 145851, 150349, 169227, 169890, 172733, 178326, 178927, 179505, 179991, 181687, 181975, 182436, 183389, 183670, 183770, 184836, 186751, 153170, 158802, 159232, 159657, 160145, 160179, 162964, 163836, 165552, 166597, 166753, 166915, 166938, 167336, 259092, 259723, 259845, 277371, 262730, 263040, 264565, 264659, 266336, 269289, 269524, 275398, 280999, 281343, 281536, 282502, 284597, 285978, 300018, 291556, 292053, 293830, 295413, 290601, 290611, 290975, 315784, 316920, 318020, 303748, 306062, 320011, 320545, 322008, 323479, 324402, 324494, 329068, 329307, 330806, 330947, 332820, 332826, 333984, 334211, 334263, 335140, 77481, 55292, 55545, 83870, 84741, 85243, 85255, 86755, 188712, 238581, 238593, 239083, 239338, 241198, 241456, 219625, 220047, 221283, 221329, 222272, 223811, 223845, 224113, 224816, 228008, 231879, 232399, 236632, 190887, 191044, 192012, 192343, 243096, 247423, 192634, 193812, 194207, 249176, 249330, 197481, 197539, 250521, 197885, 200545, 202163, 202477, 203547, 205235, 205685, 208415, 210904, 211205, 251488, 251677, 215009, 254194, 254648, 88720, 89093, 90073, 64913, 65777, 65960, 68480, 78708, 78973, 59855, 60135, 60226, 60439, 60980, 61206, 94103, 97653, 97664, 97931, 98751, 99788, 100232, 100887, 73220, 73939, 74681, 74750, 75073, 75218, 76107]
6997	[344703, 196014, 88766, 68302]
4684	[344704, 337488, 364757, 109743, 137637, 334446, 231464, 232946, 250198, 209640, 67439]
38835	[344705, 109626, 155912, 262797, 300373, 317749, 322397, 90061]
15947	[344706, 106221, 236177]
36982	[344707, 109709]
11424	[344708, 336444, 337593, 353454, 359531, 120518, 69981, 125099, 138043, 142534, 151257, 168143, 172901, 161748, 267423, 282489, 289232, 307780, 76734, 242519, 197163, 254415, 100794]
17704	[344709, 339323, 339504, 340003, 341430, 358513, 79810, 123689, 126385, 130168, 130442, 133128, 143023, 144602, 146374, 151085, 188196, 162648, 167173, 269926, 281089, 285421, 286431, 287681, 290552, 315119, 302997, 303931, 306673, 320187, 322813, 323724, 326593, 330406, 331724, 334266, 82544, 87162, 236678, 220267, 224618, 227158, 227873, 228357, 233338, 235630, 191087, 246257, 246320, 193797, 196479, 248749, 197969, 200539, 208912, 212672, 215322, 253441, 91600, 65768, 66372, 60175, 96459, 102838, 103179, 70692, 72689]
23580	[344710, 367877, 355576, 359832, 361052, 79608, 117663, 130407, 144313, 145951, 174389, 186488, 152203, 160369, 165379, 165545, 265420, 271137, 271163, 275530, 285387, 294147, 314519, 315034, 304800, 321831, 330104, 310075, 310594, 194072, 211117, 213957, 67580, 92407, 100006, 101264, 70685]
37131	[344711, 336133, 81690, 64229, 137710, 138158, 149550, 264792, 301357, 293346, 313208, 324769, 334926, 84534, 87455, 233910, 242914, 245269, 197533, 201377, 66764, 58970, 93823, 100160, 100218, 101726]
36712	[344712, 113038, 131896, 134055, 148534, 168968, 161141, 279443, 266322, 268945, 275831, 292134, 317826, 55789, 88027, 255362, 60351, 100446]
26802	[344713, 350132, 113026, 141952, 171775, 182175, 84677, 241433, 191305, 193947, 60282, 99885]
21570	[344714, 338686, 146856, 151732, 182911, 283849, 322340, 308381, 78031, 56304, 189226, 239964, 207204, 98893, 99062]
29853	[344715, 355449, 117067, 164935, 237691, 211478, 59689]
38868	[344717, 172241, 293982, 87372, 220730, 234902, 197451, 97756]
35633	[344718, 347923, 348567, 350145, 336092, 337869, 340624, 340636, 363856, 364586, 367559, 355467, 355685, 368757, 369292, 360273, 81317, 63094, 63741, 106348, 113081, 115355, 115359, 117751, 119552, 120010, 70466, 123854, 138277, 139758, 127284, 127562, 127708, 133900, 137522, 171937, 176210, 177577, 178810, 179139, 179344, 186066, 186335, 154177, 154549, 154552, 155473, 156145, 156382, 156686, 157850, 160827, 163665, 258313, 258539, 259127, 260678, 277543, 279784, 262361, 263338, 265474, 266273, 270841, 275393, 282893, 284071, 285708, 286187, 286675, 287594, 300364, 301252, 295725, 295772, 298137, 313266, 313514, 313600, 313734, 316707, 303364, 318969, 319257, 321195, 323607, 310288, 311728, 312639, 334390, 334415, 334680, 82735, 82940, 84747, 239608, 240764, 241551, 220334, 220767, 220953, 223907, 224430, 229765, 234718, 235297, 191331, 245755, 196709, 197281, 199665, 201987, 204960, 207157, 211855, 252179, 253341, 88542, 91314, 92087, 65680, 67777, 68277, 69230, 69420, 78854, 60273, 93404, 97939, 99118, 101191, 101328, 101976, 103465, 72603, 74720, 76225]
28677	[344719, 341146, 130359, 133052, 188701, 247626, 249116, 252992, 65639]
6382	[344721, 112422, 112497, 112739, 69882, 138595, 137324, 140667, 142283, 149248, 171754, 177204, 177374, 152498, 154747, 159070, 165346, 277236, 279070, 261870, 275392, 313382, 86135, 222762, 235398, 235507, 191821, 244125, 248070, 249221, 200866, 209468, 250655, 252122, 59693, 73968]
25034	[344722, 156948, 94659]
40290	[344723, 81096, 61702, 115222, 120508, 126555, 135999, 145774, 149288, 183007, 160590, 259821, 276137, 267746, 273133, 299555, 291861, 294688, 295991, 296903, 297690, 290701, 313708, 316980, 306575, 322189, 323184, 310381, 83155, 217628, 188993, 189054, 221942, 222862, 223171, 224641, 231618, 235173, 243315, 199840, 202052, 212716, 253024, 253440, 92931, 102776, 72134]
36636	[344726, 349002, 342724, 361902, 299325, 220207, 206107]
17553	[344727, 325845, 334177, 57178]
16964	[344728, 345010, 348706, 348938, 339803, 367008, 368107, 354418, 358161, 358561, 358635, 361369, 62148, 104361, 104864, 106646, 114546, 114705, 115017, 119219, 121368, 123677, 124811, 139227, 140039, 125433, 129726, 130038, 131795, 132599, 142682, 144589, 150455, 171367, 175016, 180992, 185708, 188175, 152680, 154636, 155292, 155703, 260463, 279255, 263112, 268233, 270353, 271428, 271979, 275087, 275373, 288036, 295185, 296300, 315065, 305205, 307122, 318546, 318589, 319057, 319495, 328194, 310809, 333321, 334892, 335216, 55436, 56921, 83253, 85162, 222945, 243094, 244495, 247279, 248059, 193954, 197084, 202224, 203035, 203567, 204640, 207449, 207454, 210657, 211224, 252191, 213178, 253558, 92152, 67104, 78860, 59887, 60496, 60822, 94703, 96308, 96730, 98789, 98822, 99565, 70705, 70722]
27060	[344729, 200548]
32898	[344733, 134542, 160841, 261818]
4627	[344734, 338713, 353265, 356742, 106339, 121867, 129253, 132213, 149588, 184905, 154398, 265308, 265907, 287961, 295063, 216952, 224803, 250501, 207715, 215705, 257294, 64925, 68406]
19081	[344735, 342368, 117491, 169935, 272747, 272759, 314498, 319413, 235718, 243842]
9752	[344736, 357068, 145697, 170020, 180313, 187569, 157811, 158965, 206239, 69549, 57954, 97158, 76256]
30007	[344740, 346917, 339012, 369541, 105690, 132523, 148062, 169198, 179663, 179949, 181530, 185123, 260987, 313951, 315123, 315408, 323347, 330129, 333865, 77637, 83042, 84970, 216361, 243924, 244314, 248218, 195382, 257251, 75582]
14462	[344741, 345086, 345132, 347227, 348266, 348536, 349648, 350049, 351178, 351961, 336093, 336568, 337096, 337243, 338325, 338645, 338877, 340647, 340911, 341194, 341826, 362672, 363113, 363338, 363402, 364029, 368194, 352246, 354041, 354479, 354828, 355571, 355893, 356217, 358104, 358543, 359922, 361099, 361831, 79539, 80346, 80360, 80567, 61753, 62037, 63936, 64219, 105440, 105550, 108280, 109231, 109938, 111715, 113861, 116966, 118586, 118668, 119043, 119898, 120637, 120828, 138387, 138945, 139623, 125837, 127004, 127186, 127435, 127999, 129772, 133051, 133290, 133323, 133572, 136123, 136859, 142975, 143173, 146330, 146906, 148078, 150342, 151708, 168610, 170344, 174697, 176142, 176405, 176919, 177538, 178345, 180654, 181468, 181709, 182124, 183088, 183300, 184126, 184384, 187405, 187412, 188489, 188536, 152446, 153026, 153090, 155955, 156787, 156827, 157106, 157563, 158454, 160794, 162992, 163185, 164096, 164442, 165111, 165168, 165850, 166918, 257953, 258386, 258542, 258717, 259960, 260290, 260487, 261106, 261201, 277536, 277834, 278350, 278389, 262640, 262740, 265828, 266653, 270881, 274162, 275193, 275326, 280012, 280997, 281098, 282709, 283522, 283738, 284673, 285995, 288136, 288372, 288888, 299170, 299789, 291323, 291582, 292152, 292397, 294761, 297538, 298329, 298734, 289153, 314495, 314615, 315142, 315831, 316133, 316760, 302236, 302366, 303039, 304025, 304307, 304993, 305994, 306118, 306781, 307171, 319311, 319572, 321368, 321389, 323453, 324365, 325200, 325211, 326903, 329437, 330251, 330776, 330813, 309650, 312166, 332919, 334080, 334165, 77560, 78335, 57010, 83328, 84306, 86151, 216282, 217914, 218331, 189608, 237361, 238115, 238406, 240225, 240890, 219524, 219899, 222591, 223637, 224438, 224685, 224727, 226748, 228914, 229545, 230127, 230342, 230521, 230694, 230776, 231312, 232591, 232786, 234830, 235045, 235588, 191313, 242809, 243420, 246786, 247512, 193183, 193317, 195549, 195814, 197335, 197435, 250172, 201822, 202660, 202817, 207875, 208489, 208493, 211391, 214504, 214724, 215828, 253252, 253451, 253529, 254705, 254870, 255850, 256053, 256430, 90751, 90978, 91217, 92164, 92290, 67236, 67996, 68465, 68903, 57498, 57814, 59917, 93269, 93722, 94487, 94630, 95061, 95993, 96457, 96632, 98423, 99599, 100065, 101982, 71266, 71488, 72436, 73751, 74129, 76001]
9142	[344742, 126083, 324648, 241000, 230077]
32816	[344743, 147324, 267057, 94913]
37768	[344744, 204333, 208583]
25969	[344745, 337970, 107392, 133306, 160211, 291746, 294410, 238811, 248779, 98731, 75501]
13580	[344746, 363675, 367173, 357025, 360365, 80261, 61615, 144968, 179261, 183629, 188077, 155139, 156304, 279200, 269813, 295048, 290980, 316300, 307384, 323682, 310626, 331405, 332437, 85268, 215932, 238312, 240066, 242071, 223460, 192375, 244702, 246327, 214227, 252650, 256706, 91548, 57792, 73766]
11636	[344747, 124829, 278825, 292981, 295972, 91173, 95605, 103429]
6978	[344748, 366343, 362293, 79645, 111084, 111624, 121377, 127872, 128237, 132441, 133529, 174101, 179733, 157041, 158034, 165768, 167197, 270754, 282711, 287998, 291170, 295013, 303051, 328640, 335200, 77384, 217052, 218585, 239845, 240165, 241782, 235352, 235405, 243109, 243986, 196236, 207448, 66284, 67286, 60896]
1839	[344750, 140556, 247193]
22320	[344751, 344757, 346257, 348769, 338829, 341928, 79672, 112427, 113858, 121156, 130602, 133766, 154627, 257868, 258541, 266347, 331153, 55618, 85768, 241828, 190728, 198074, 202259, 204234, 207485, 213979, 69095, 75512]
13029	[344752, 347239, 349274, 349317, 358303, 359402, 81725, 108665, 113757, 114108, 70078, 133702, 135998, 137085, 140958, 172470, 178438, 179021, 185259, 155079, 155452, 157118, 161459, 259949, 276485, 278162, 279367, 266331, 268008, 274118, 281291, 299344, 299419, 297181, 297407, 316809, 303739, 307017, 313167, 335544, 55629, 55916, 83308, 241917, 219740, 221578, 243200, 246323, 194713, 196507, 248744, 199554, 254678, 88578, 69464, 60425, 60627, 61288, 95236]
38466	[344753, 254456, 95950]
38043	[344754, 118717, 128071]
97	[344756, 336900, 62396, 116052, 116720, 273640, 274189, 193256]
24647	[344758, 339027, 139137, 205817, 210493, 213126]
9935	[344760, 299674, 235282]
22509	[344761, 302652, 226253]
32495	[344762, 368565, 111940, 123346, 126558, 142478, 257620, 259396, 276688, 272180, 274322, 285036, 299417, 301521, 318309, 83199, 83593, 86337, 226010, 226860, 231037, 233154, 242954, 199774, 253962, 66322, 98987, 72879]
22149	[344763, 345214, 346665, 349847, 338724, 367629, 354258, 368375, 356505, 360076, 81314, 109375, 111844, 114478, 116043, 118515, 70180, 121963, 122738, 138890, 126612, 126915, 129454, 130118, 131636, 132650, 136309, 137418, 142415, 148350, 149273, 151447, 174185, 177804, 184729, 186665, 157336, 159957, 161309, 165303, 166806, 258810, 277448, 278876, 278932, 262686, 267382, 270463, 271140, 271202, 271216, 271364, 275228, 283691, 285682, 288214, 288276, 288532, 300537, 291898, 296458, 296935, 298325, 304658, 304913, 307533, 319805, 327112, 327873, 330079, 309598, 331151, 332551, 56446, 56884, 215945, 190178, 239175, 239489, 239603, 241722, 221042, 222152, 223903, 226533, 232841, 235092, 191434, 243581, 244182, 193697, 194601, 249448, 249617, 196966, 204014, 204735, 208516, 210965, 212175, 212457, 251560, 252852, 65163, 66565, 68619, 69454, 58498, 60245, 60757, 60796, 100186, 101774, 74047, 74549]
13932	[344765, 353758, 80715, 181179, 306501, 309122, 64793, 102044]
6276	[344766, 345702, 346607, 346801, 346934, 347567, 348095, 336604, 336663, 337278, 337479, 338025, 340045, 342869, 342886, 362804, 366113, 367321, 368053, 352498, 352690, 369203, 356236, 356326, 357837, 360019, 81335, 61990, 62439, 104051, 111561, 112092, 117031, 117339, 120416, 70547, 121382, 122620, 124546, 138692, 139014, 128922, 129673, 130267, 130501, 130866, 131144, 136303, 137599, 140947, 143338, 143479, 147866, 167895, 168037, 171432, 174439, 174632, 175832, 176843, 180397, 185157, 152331, 154233, 155385, 156609, 157369, 159815, 161600, 162363, 162739, 165172, 165977, 167319, 257880, 258844, 278494, 278604, 279685, 279888, 266509, 268212, 269303, 272943, 275335, 280745, 281539, 281669, 283549, 285081, 285818, 300226, 292797, 293093, 294539, 295699, 296135, 289929, 290012, 290686, 313905, 315000, 315286, 316413, 317775, 317931, 301934, 301987, 302253, 302623, 302794, 302912, 303067, 304157, 305193, 318619, 318698, 323796, 324848, 325195, 325451, 327953, 329092, 329529, 309818, 310769, 331862, 332951, 334376, 334872, 335081, 335344, 56122, 57162, 83622, 83884, 84793, 86909, 238838, 241697, 241963, 242571, 219668, 222261, 222754, 223203, 223285, 223420, 225948, 226723, 227962, 228260, 231005, 233693, 233772, 235535, 235728, 191495, 192354, 245855, 246236, 246456, 248244, 193061, 193075, 250091, 199731, 200316, 200808, 203240, 203927, 204564, 206186, 206477, 206948, 208552, 209605, 209615, 210194, 212097, 252586, 213910, 255909, 91015, 65067, 67533, 69164, 57685, 57842, 58242, 59402, 92696, 92893, 94316, 96253, 96413, 97606, 97668, 97969, 100427, 100504, 101101, 101620, 71345, 73181, 73696, 74455, 75292]
38323	[344767, 342397, 112902, 123013, 130524, 177120, 294721, 296016, 290605, 303028, 327987, 194818]
30744	[344768, 349773, 365065, 81523, 146626, 150820, 156867, 262206, 262466, 268627, 288168, 292833, 314010, 318934, 323747, 333898, 334927, 83878, 86127, 237443, 239336, 220202, 192269, 200968, 204447, 253343, 254770, 57669, 92703, 99166]
28712	[344770, 336586, 342479, 367272, 141695, 157858, 311507, 78319, 83428, 196142, 197721]
14388	[344771, 80327, 61802, 113524, 147530, 180040, 154281, 165179, 276651, 279096, 291858, 315149, 323236, 86000, 216204, 217427, 225244, 230789, 231433, 231553, 244344, 195974, 199756, 200844, 202230, 209538, 78658, 60765]
37080	[344772, 336839]
12933	[344774, 352102, 159409, 163420, 304445, 321335, 86469]
33303	[344775, 339953, 341210, 363014, 355688, 358807, 360497, 111007, 111670, 117109, 120683, 132054, 134218, 141875, 144610, 151285, 169277, 178157, 180637, 155344, 156638, 159174, 258368, 259726, 278728, 266835, 269840, 306358, 321967, 322274, 76719, 77122, 216883, 239398, 240086, 220565, 243934, 246702, 192649, 193454, 194970, 200432, 204506, 212842, 214539, 89498, 97207, 73825, 75353]
37718	[344776, 103325]
33241	[344777, 294042, 322619]
